STRECKE_NR,RICHTUNG,KM_I,KM_L,LAENGE,GEOGR_BREITE,GEOGR_LAENGE,GK_R_DGN,GK_H_DGN
5501,0,109950039,"99,5 + 39",7,48.82968148,11.25307647,3665492.828,5412696.718
5501,0,110280047,"102,8 + 47",5,48.84068669,11.21164464,3662415.601,5413831.188
5501,0,110680023,"106,8 + 23",7,48.86536713,11.17353893,3659540.303,5416494.928
5501,0,110760060,"107,6 + 60",6,48.8695106,11.16406606,3658832.245,5416935.844
5501,0,111080011,"110,8 + 11",10,48.88779114,11.13255424,3656463.655,5418903.265
5501,0,111790087,"117,9 + 87",,48.87141062,11.07903703,3652589.099,5416973.078
5501,0,111830073,"118,3 + 73",11,48.87235555,11.07397679,3652215.048,5417068.014
5501,0,111850060,"118,5 + 60",7,48.8731464,11.07174074,3652048.633,5417151.482
5501,0,111880003,"118,8 + 3",63,48.87460235,11.06927266,3651863.191,5417308.449
5501,0,112070003,"120,7 + 3",8,48.88604425,11.05005721,3650419.453,5418542.577
5501,0,112200046,"122,0 + 46",56,48.88630568,11.03196812,3649092.166,5418536.031
5501,0,112320024,"123,2 + 24",6,48.88748479,11.01651459,3647955.453,5418636.969
5501,0,112540053,"125,4 + 53",11,48.89333039,10.99049926,3646030.722,5419236.708
5501,0,112580040,"125,8 + 40",7,48.89641133,10.98826977,3645858.29,5419575.025
5501,0,112720018,"127,2 + 18",63,48.90805108,10.98851881,3645842.683,5420869.824
5501,0,112870081,"128,7 + 81",62,48.92110442,10.98240721,3645356.832,5422309.634
5501,0,113020035,"130,2 + 35",9,48.92561414,10.96485898,3644057.909,5422777.705
5501,0,113210073,"132,1 + 73",90,48.93694968,10.94586474,3642633.825,5424002.388
5501,0,113320091,"133,2 + 91",109,48.9370953,10.93110708,3641552.295,5423990.99
5501,0,113360019,"133,6 + 19",12,48.93839719,10.92709119,3641254.426,5424128.288
5501,0,113360061,"133,6 + 61",27,48.93856513,10.92657789,3641216.35,5424146.01
5501,0,113460093,"134,6 + 93",7,48.94467695,10.91612027,3640433.123,5424806.264
5501,0,113520085,"135,2 + 85",53,48.94854763,10.91057514,3640016.131,5425226.452
5501,0,113550081,"135,5 + 81",15,48.95065179,10.90812991,3639831.161,5425455.932
5501,0,113600059,"136,0 + 59",16,48.95484738,10.90692874,3639731.474,5425920.272
5501,0,113620050,"136,2 + 50",6,48.95656193,10.90711171,3639740.085,5426111.266
5501,0,113650097,"136,5 + 97",11,48.95965847,10.90772913,3639776.648,5426456.738
5501,0,113670045,"136,7 + 45",6,48.96096331,10.90813906,3639803.019,5426602.59
5502,0,100030000,"0,3 + 0",21,48.25721942,11.44345339,3681504.528,5349477.181
5502,0,100030055,"0,3 + 55",10,48.25770714,11.44332806,3681493.496,5349531.111
5502,0,100070000,"0,7 + 0",53,48.26076387,11.44252001,3681422.685,5349869.06
5502,0,100090000,"0,9 + 0",13,48.26254331,11.44212268,3681386.891,5350065.966
5502,0,100120037,"1,2 + 37",15,48.26543058,11.44091284,3681286.863,5350384.125
5502,0,100310040,"3,1 + 40",4,48.27213605,11.41855068,3679603.331,5351077.101
5502,0,100590059,"5,9 + 59",6,48.27841909,11.38314342,3676953.549,5351693.44
5502,0,100710062,"7,1 + 62",6,48.28409608,11.36951447,3675922.575,5352293.304
5502,1,101020032,"10,2 + 32",13,48.30625299,11.37695504,3676398.373,5354773.897
5502,0,101390030,"13,9 + 30",14,48.33637781,11.39445438,3677591.777,5358163.708
5502,0,101950027,"19,5 + 27",2,48.33973239,11.33950293,3673506.766,5358410.895
5502,0,102100000,"21,0 + 0",3,48.33417768,11.32164525,3672201.74,5357753.039
5502,1,102230057,"22,3 + 57",4,48.33300774,11.30436775,3670924.785,5357584.309
5502,0,102260026,"22,6 + 26",14,48.33479293,11.30192519,3670737.741,5357777.356
5502,0,102260072,"22,6 + 72",30,48.33511871,11.30154326,3670708.339,5357812.728
5502,0,102270069,"22,7 + 69",16,48.33580569,11.30073789,3670646.342,5357887.319
5502,0,102570041,"25,7 + 41",6,48.3549246,11.27500514,3668675.604,5359956.147
5502,0,102580060,"25,8 + 60",5,48.35598697,11.2749671,3668669.278,5360074.184
5502,0,102840079,"28,4 + 79",13,48.37580025,11.26543091,3667897.476,5362256.227
5502,0,102940028,"29,4 + 28",6,48.38264894,11.25793819,3667320.009,5363001.328
5503,0,100010000,"0,1 + 0",8,48.14020307,11.55759078,3690411.927,5336743.249
5503,0,100010048,"0,1 + 48",5,48.14024851,11.55695016,3690364.087,5336746.716
5503,0,100010061,"0,1 + 61",4,48.14026081,11.55677665,3690351.13,5336747.654
5503,1,100010087,"0,1 + 87",46,48.14028543,11.55642965,3690325.217,5336749.532
5503,0,100020020,"0,2 + 20",23,48.14031638,11.55598917,3690292.325,5336751.883
5503,1,100020042,"0,2 + 42",3,48.14033687,11.5556955,3690270.396,5336753.435
5503,0,100240070,"2,4 + 70",0,48.14271472,11.52603706,3688054.69,5336944.863
5503,1,100240090,"2,4 + 90",3,48.14273436,11.52577023,3688034.763,5336946.394
5503,1,100310069,"3,1 + 69",75,48.14319529,11.51669664,3687357.909,5336975.498
5503,0,100410078,"4,1 + 78",24,48.14400716,11.5032615,3686355.253,5337033.122
5503,0,100700020,"7,0 + 20",19,48.1487327,11.46615122,3683577.038,5337469.264
5503,0,100730037,"7,3 + 37",9,48.15012833,11.46242789,3683295.041,5337615.552
5503,0,100730085,"7,3 + 85",10,48.15031588,11.46184553,3683251.045,5337635.017
5503,0,100740041,"7,4 + 41",8,48.15052095,11.46115664,3683199.061,5337656.175
5503,0,100760030,"7,6 + 30",13,48.15119161,11.4588173,3683022.628,5337725.17
5503,1,100760096,"7,6 + 96",23,48.15143275,11.4580049,3682961.329,5337750.048
5503,0,100780005,"7,8 + 5",44,48.15179422,11.45664017,3682858.51,5337786.991
5503,0,100840020,"8,4 + 20",84,48.15343939,11.44877792,3682267.743,5337951.239
5503,0,101000042,"10,0 + 42",46,48.16313266,11.43256727,3681027.624,5338990.664
5503,0,101120026,"11,2 + 26",20,48.1699971,11.42000363,3680069.079,5339724.366
5503,0,101120083,"11,2 + 83",33,48.17032133,11.41941007,3680023.8,5339759.025
5503,0,101150042,"11,5 + 42",6,48.17179462,11.41671298,3679818.061,5339916.517
5503,0,101220000,"12,2 + 0",0,48.17553875,11.40986201,3679295.501,5340316.798
5503,0,101240028,"12,4 + 28",8,48.17684522,11.40750044,3679115.333,5340456.55
5503,0,101370084,"13,7 + 84",7,48.18454165,11.39336675,3678037.661,5341279.427
5503,0,101530071,"15,3 + 71",22,48.19355723,11.3768322,3676777.281,5342243.643
5503,0,101560015,"15,6 + 15",14,48.19494301,11.37428932,3676583.485,5342391.873
5503,0,101570033,"15,7 + 33",12,48.19561317,11.37305953,3676489.765,5342463.558
5503,1,101650043,"16,5 + 43",5,48.20015899,11.3645526,3675841.84,5342949.478
5503,0,101870067,"18,7 + 67",7,48.20956143,11.33827269,3673856.654,5343935.079
5503,0,101880049,"18,8 + 49",3,48.20980077,11.33722962,3673778.328,5343959.33
5503,0,101900085,"19,0 + 85",3,48.21041779,11.33419335,3673550.602,5344021.071
5503,0,101910041,"19,1 + 41",19,48.21057547,11.33347831,3673496.932,5344036.988
5503,0,101930067,"19,3 + 67",43,48.21108542,11.33053665,3673276.605,5344087.048
5503,1,101930067,"19,3 + 67",11,48.21108542,11.33053665,3673276.605,5344087.048
5503,0,101960081,"19,6 + 81",4,48.21159643,11.32636356,3672964.767,5344134.462
5503,0,101980019,"19,8 + 19",72,48.21179243,11.32450229,3672825.792,5344152.066
5503,1,101980023,"19,8 + 23",63,48.21179822,11.32444849,3672821.774,5344152.589
5503,0,102020040,"20,2 + 40",22,48.21229418,11.31881688,3672401.611,5344195.08
5503,1,102470075,"24,7 + 75",13,48.21431441,11.25784139,3667863.807,5344284.689
5503,0,102640093,"26,4 + 93",2,48.21509047,11.2347553,3666145.788,5344320.799
5503,0,102760021,"27,6 + 21",4,48.21558248,11.21959556,3665017.715,5344342.835
5503,1,102760028,"27,6 + 28",25,48.21558552,11.21950148,3665010.715,5344342.971
5503,0,102760032,"27,6 + 32",8,48.21558726,11.21944773,3665006.715,5344343.049
5503,0,102760032,"27,6 + 32",43,48.21558726,11.21944773,3665006.715,5344343.049
5503,1,102830004,"28,3 + 4",3,48.21586912,11.21041548,3664334.649,5344355.031
5503,1,102880040,"28,8 + 40",3,48.21609747,11.20321135,3663798.603,5344365.037
5503,0,103050039,"30,5 + 39",6,48.21688453,11.1803814,3662099.696,5344404.132
5503,0,103070062,"30,7 + 62",4,48.21702726,11.17738835,3661876.845,5344413.692
5503,0,103100040,"31,0 + 40",4,48.2171316,11.17365107,3661598.816,5344417.427
5503,0,103100057,"31,0 + 57",11,48.21713597,11.17342243,3661581.813,5344417.432
5503,0,103110022,"31,1 + 22",10,48.21715263,11.17254821,3661516.801,5344417.446
5503,0,103210031,"32,1 + 31",6,48.21750807,11.1589796,3660507.468,5344428.534
5503,1,103330079,"33,3 + 79",3,48.21802896,11.14220065,3659259.092,5344451.537
5503,0,103670032,"36,7 + 32",4,48.22334638,11.09853537,3655998.411,5344953.181
5503,0,103830084,"38,3 + 84",4,48.23055409,11.07908997,3654531.98,5345715.282
5503,0,103950019,"39,5 + 19",9,48.2354781,11.06570402,3653522.855,5346235.927
5503,0,103960016,"39,6 + 16",13,48.23590194,11.06456244,3653436.792,5346280.772
5503,0,104010070,"40,1 + 70",6,48.23828159,11.0580144,3652943.319,5346532.299
5503,0,104080089,"40,8 + 89",14,48.24135003,11.04950305,3652302.027,5346856.558
5503,0,104140016,"41,4 + 16",21,48.2436207,11.04328164,3651833.237,5347096.71
5503,0,104220073,"42,2 + 73",14,48.24714133,11.03303679,3651062.008,5347467.958
5503,0,104330045,"43,3 + 45",7,48.24969084,11.01914763,3650023.104,5347724.208
5503,0,104520051,"45,2 + 51",2,48.25782504,10.99693323,3648349.953,5348585.477
5503,0,104560076,"45,6 + 76",7,48.26033882,10.99262767,3648023.02,5348856.67
5503,0,104600097,"46,0 + 97",4,48.26281969,10.98835024,3647698.301,5349124.276
5503,0,104630049,"46,3 + 49",4,48.26431076,10.98579776,3647504.515,5349285.158
5503,0,104630065,"46,3 + 65",10,48.26440521,10.9856354,3647492.19,5349295.348
5503,0,104640079,"46,4 + 79",40,48.26508336,10.98448407,3647404.768,5349368.539
5503,0,104660006,"46,6 + 6",4,48.26583332,10.9831883,3647306.419,5349449.439
5503,0,104680059,"46,8 + 59",5,48.26735106,10.9806405,3647112.926,5349613.309
5503,0,104730034,"47,3 + 34",11,48.27037487,10.97611973,3646768.675,5349940.868
5503,0,104760091,"47,6 + 91",11,48.27282228,10.97300699,3646530.622,5350207.045
5503,0,104770052,"47,7 + 52",4,48.27325989,10.97251082,3646492.543,5350254.755
5503,0,105110098,"51,1 + 98",22,48.30253606,10.95944962,3645439.936,5353485.082
5503,0,105360003,"53,6 + 3",3,48.32401351,10.95549386,3645085.596,5355865.641
5503,0,105650062,"56,5 + 62",17,48.35008101,10.94887959,3644521.455,5358751.576
5503,0,105690062,"56,9 + 62",20,48.35239648,10.94480058,3644212.611,5359001.353
5503,1,105750033,"57,5 + 33",128,48.35336379,10.93729111,3643653.362,5359094.813
5503,0,105750033,"57,5 + 33",128,48.35336379,10.93729111,3643653.362,5359094.813
5503,2,105780088,"57,8 + 88",27,48.35343973,10.93255387,3643302.076,5359094.394
5503,0,105800070,"58,0 + 70",12,48.35343051,10.93012445,3643122.06,5359088.832
5503,0,105870024,"58,7 + 24",4,48.35339027,10.9213945,3642475.203,5359068.102
5503,0,105900078,"59,0 + 78",22,48.35336169,10.91666925,3642125.098,5359056.156
5503,0,105960078,"59,6 + 78",16,48.3536869,10.90862354,3641527.936,5359077.437
5503,0,105970084,"59,7 + 84",24,48.35388979,10.90722285,3641423.571,5359097.412
5503,0,106000052,"60,0 + 52",9,48.35459433,10.90375221,3641164.421,5359169.355
5503,0,106010050,"60,1 + 50",4,48.35491661,10.90251608,3641071.925,5359202.915
5503,0,106010069,"60,1 + 69",38,48.35497851,10.90227606,3641053.967,5359209.356
5503,1,106160050,"61,6 + 50",3,48.36358863,10.88763369,3639945.285,5360139.886
5503,1,106180000,"61,8 + 0",34,48.36475321,10.88661224,3639866.413,5360267.512
5503,0,106180013,"61,8 + 13",8,48.36485316,10.88652124,3639859.397,5360278.46
5504,0,100020026,"0,2 + 26",10,48.14143411,11.55609816,3690296.303,5336876.423
5504,0,100170080,"1,7 + 80",10,48.14246803,11.53532303,3688746.574,5336940.182
5504,0,100310070,"3,1 + 70",75,48.14345684,11.51673986,3687360.173,5337004.683
5504,0,100420000,"4,2 + 0",24,48.1442647,11.50302544,3686336.755,5337061.184
5504,1,100510020,"5,1 + 20",99,48.14564189,11.49086763,3685427.142,5337184.917
5504,0,100700000,"7,0 + 0",19,48.14835767,11.46618549,3683580.925,5337427.65
5504,0,100730050,"7,3 + 50",9,48.14969303,11.46192607,3683259.255,5337565.959
5504,0,100730090,"7,3 + 90",10,48.14984002,11.46143492,3683222.189,5337581.131
5504,0,100740050,"7,4 + 50",8,48.15004751,11.4606848,3683165.641,5337602.413
5504,0,100760000,"7,6 + 0",13,48.15062551,11.45886298,3683028.04,5337662.339
5504,0,100760080,"7,6 + 80",23,48.15096568,11.4579161,3682956.383,5337697.907
5504,0,100770090,"7,7 + 90",44,48.1513712,11.45656912,3682854.727,5337739.79
5504,0,100840010,"8,4 + 10",11,48.15106592,11.44847674,3682253.742,5337686.639
5504,0,100880034,"8,8 + 34",33,48.14883579,11.4439473,3681924.637,5337427.965
5504,0,100920033,"9,2 + 33",12,48.14558523,11.44157382,3681759.522,5337060.95
5504,0,101000074,"10,0 + 74",8,48.13838519,11.43716649,3681456.96,5336250.03
5504,0,101110055,"11,1 + 55",14,48.12938947,11.43166025,3681078.827,5335236.897
5504,0,101130024,"11,3 + 24",42,48.1279831,11.43079956,3681019.708,5335078.509
5504,0,101140012,"11,4 + 12",5,48.12725078,11.43035144,3680988.926,5334996.034
5504,0,101140050,"11,4 + 50",3,48.12693454,11.43015794,3680975.634,5334960.419
5504,0,101220000,"12,2 + 0",12,48.12069309,11.42633917,3680713.28,5334257.508
5504,0,101300066,"13,0 + 66",4,48.11365059,11.42143154,3680372.589,5333462.998
5504,0,101380029,"13,8 + 29",17,48.10782256,11.41602329,3679990.277,5332802.366
5504,0,101410063,"14,1 + 63",4,48.10527144,11.41365583,3679822.89,5332513.195
5504,0,101500092,"15,0 + 92",9,48.09822104,11.4069668,3679349.31,5331713.714
5504,0,101590007,"15,9 + 7",8,48.09253121,11.400075,3678855.768,5331065.075
5504,1,101820029,"18,2 + 29",4,48.07601218,11.3811042,3677499.565,5329184.564
5504,2,101880024,"18,8 + 24",15,48.07144818,11.37693866,3677204.868,5328667.538
5504,0,101890039,"18,9 + 39",5,48.07053178,11.37622335,3677154.712,5328564.006
5504,1,101930025,"19,3 + 25",9,48.06747433,11.37374579,3676980.576,5328218.379
5504,0,102060065,"20,6 + 65",9,48.05727193,11.36431792,3676312.841,5327062.44
5504,0,102370036,"23,7 + 36",8,48.03095911,11.35317943,3675572.029,5324111.519
5504,0,102640097,"26,4 + 97",5,48.0071286,11.3473566,3675218.535,5321448.777
5504,1,102650000,"26,5 + 0",6,48.00710164,11.34735713,3675218.666,5321445.781
5504,1,102670000,"26,7 + 0",8,48.00530394,11.34739298,3675227.43,5321245.994
5504,0,102670066,"26,7 + 66",13,48.0047107,11.34740484,3675230.324,5321180.064
5504,0,102700004,"27,0 + 4",22,48.00257144,11.34744757,3675240.759,5320942.318
5504,0,102720030,"27,2 + 30",6,48.00054004,11.34748789,3675250.648,5320716.558
5504,0,102720070,"27,2 + 70",13,48.00018049,11.34749307,3675252.252,5320676.594
5504,0,102740050,"27,4 + 50",4,47.99856248,11.34751478,3675259.353,5320496.753
5504,0,102780032,"27,8 + 32",4,47.99605018,11.34466834,3675055.448,5320210.968
5504,0,102790050,"27,9 + 50",8,47.99590101,11.34310528,3674939.31,5320190.835
5504,0,102810025,"28,1 + 25",7,47.99534067,11.34095608,3674780.82,5320123.662
5504,0,102860035,"28,6 + 35",6,47.99143529,11.33743998,3674531.599,5319681.496
5504,0,102910076,"29,1 + 76",13,47.98710267,11.33414603,3674300.358,5319192.343
5504,0,103260019,"32,6 + 19",3,47.96239837,11.30695106,3672352.794,5316384.6
5504,0,103290058,"32,9 + 58",6,47.95981503,11.3045721,3672183.734,5316092.072
5504,1,103380088,"33,8 + 88",3,47.95312895,11.29731471,3671663.922,5315332.54
5504,0,103420080,"34,2 + 80",8,47.9504773,11.29387694,3671415.936,5315030.086
5504,0,103460039,"34,6 + 39",4,47.94781046,11.2911684,3671222.443,5314727.573
5504,0,103460060,"34,6 + 60",8,47.94765732,11.29100392,3671210.663,5314710.182
5504,0,103470042,"34,7 + 42",3,47.94706062,11.29035897,3671164.459,5314642.41
5504,0,103700042,"37,0 + 42",8,47.92684457,11.28708983,3670986.914,5312387.548
5504,0,103830056,"38,3 + 56",4,47.91581781,11.28129542,3670590.179,5311148.778
5504,0,103880045,"38,8 + 45",30,47.91263282,11.27684044,3670267.66,5310784.837
5504,0,103900039,"39,0 + 39",5,47.91116864,11.2754535,3670168.794,5310618.993
5504,0,103920004,"39,2 + 4",8,47.90981172,11.27456513,3670106.837,5310466.174
5504,0,103950015,"39,5 + 15",5,47.90726036,11.2728619,3669987.877,5310178.764
5504,0,103960003,"39,6 + 3",5,47.9065324,11.27239961,3669955.703,5310096.812
5504,0,103990091,"39,9 + 91",12,47.90330426,11.27042815,3669818.887,5309733.572
5504,0,104050056,"40,5 + 56",8,47.8986308,11.26745898,3669612.182,5309207.454
5504,0,104750050,"47,5 + 50",15,47.88435932,11.18824445,3663734.646,5307449.801
5504,0,104820045,"48,2 + 45",10,47.87833248,11.18725193,3663679.402,5306777.635
5504,0,104830073,"48,3 + 73",16,47.87720245,11.18694464,3663659.977,5306651.348
5504,0,104950087,"49,5 + 87",7,47.87084346,11.17433158,3662736.471,5305917.714
5504,0,104970086,"49,7 + 86",6,47.86998499,11.17199799,3662564.59,5305817.356
5504,0,105160021,"51,6 + 21",25,47.85759173,11.15842918,3661588.057,5304411.018
5504,0,105200065,"52,0 + 65",3,47.85555589,11.1533538,3661214.602,5304174.074
5504,0,105290032,"52,9 + 32",13,47.84921493,11.14670352,3660736.568,5303455.237
5504,0,105340071,"53,4 + 71",6,47.84510708,11.14288317,3660463.333,5302990.591
5504,0,105380042,"53,8 + 42",19,47.84230986,11.14018733,3660270.184,5302674.004
5504,0,105400095,"54,0 + 95",14,47.84054206,11.13805987,3660116.389,5302473.052
5504,0,105430014,"54,3 + 14",3,47.83901318,11.13621581,3659983.062,5302299.254
5504,0,105530048,"55,3 + 48",5,47.83069137,11.1303956,3659572.919,5301362.013
5504,0,105570074,"55,7 + 74",13,47.82704213,11.12866394,3659454.457,5300952.72
5504,0,105580030,"55,8 + 30",14,47.8265624,11.12843636,3659438.887,5300898.915
5504,0,106270049,"62,7 + 49",18,47.77136365,11.14558394,3660893.049,5294797.504
5504,0,106420075,"64,2 + 75",8,47.76191335,11.16013375,3662012.889,5293777.195
5504,0,106500012,"65,0 + 12",8,47.75568944,11.15872919,3661926.909,5293082.296
5504,0,106900069,"69,0 + 69",22,47.72254496,11.15757361,3661943.02,5289394.96
5504,0,107190056,"71,9 + 56",8,47.70775865,11.18619014,3664136.24,5287811.306
5504,0,107400010,"74,0 + 10",10,47.68976132,11.19210344,3664636.625,5285822.973
5504,0,107440050,"74,4 + 50",12,47.68580671,11.19239093,3664670.653,5285383.925
5504,0,107480022,"74,8 + 22",6,47.68246219,11.1926041,3664697.183,5285012.547
5504,0,107500064,"75,0 + 64",5,47.68039229,11.19350191,3664771.105,5284784.332
5504,0,107510012,"75,1 + 12",12,47.68001079,11.19380155,3664794.803,5284742.555
5504,0,107530077,"75,3 + 77",5,47.67826163,11.19616588,3664977.832,5284553.121
5504,0,107610023,"76,1 + 23",14,47.67188682,11.19828513,3665157.066,5283848.908
5504,0,107630023,"76,3 + 23",13,47.67041548,11.19978099,3665274.038,5283688.52
5504,0,107670044,"76,7 + 44",7,47.66880397,11.20478866,3665655.184,5283520.05
5504,0,107820023,"78,2 + 23",51,47.6581996,11.20993347,3666075.171,5282352.109
5504,0,107850028,"78,5 + 28",44,47.65566746,11.21146056,3666197.908,5282073.87
5504,0,107900000,"79,0 + 0",3,47.65187101,11.21427007,3666421.007,5281657.824
5504,0,107940021,"79,4 + 21",3,47.64843109,11.21659975,3666606.954,5281280.393
5504,0,107990048,"79,9 + 48",12,47.64374055,11.2173138,3666675.519,5280760.455
5504,0,108000020,"80,0 + 20",4,47.64311688,11.21757129,3666696.849,5280691.672
5504,0,108130066,"81,3 + 66",9,47.63170369,11.21637198,3666643.027,5279420.229
5504,0,108210013,"82,1 + 13",7,47.62600173,11.2111994,3666272.393,5278775.209
5504,0,108230088,"82,3 + 88",4,47.62404539,11.20896148,3666110.394,5278552.918
5504,0,108490007,"84,9 + 7",73,47.60416926,11.19412217,3665057.596,5276311.511
5504,0,108700030,"87,0 + 30",4,47.59071928,11.18006022,3664042.322,5274786.39
5504,0,108780042,"87,8 + 42",4,47.58535934,11.17274822,3663509.089,5274175.069
5504,0,109070082,"90,7 + 82",6,47.56825769,11.14442228,3661431.069,5272214.506
5504,0,109080029,"90,8 + 29",11,47.56791574,11.14405637,3661404.588,5272175.729
5504,0,109390088,"93,9 + 88",10,47.54506255,11.12254311,3659855.387,5269590.53
5504,0,109470041,"94,7 + 41",70,47.53907825,11.11795811,3659528.407,5268915.802
5504,0,109700067,"97,0 + 67",29,47.51922347,11.10971003,3658967.447,5266691.553
5504,0,109730018,"97,3 + 18",39,47.51703076,11.10891843,3658914.451,5266446.161
5504,0,109740054,"97,4 + 54",8,47.51583492,11.10853447,3658889.143,5266312.43
5504,0,109800000,"98,0 + 0",58,47.51234282,11.10375165,3658539.436,5265914.429
5504,0,109910090,"99,1 + 90",5,47.50305894,11.09657846,3658027.004,5264867.692
5504,0,109980079,"99,8 + 79",49,47.49697009,11.09485603,3657915.501,5264187.27
5504,0,109990057,"99,9 + 57",22,47.49627111,11.09477389,3657911.408,5264109.395
5504,0,110000048,"100,0 + 48",39,47.49545582,11.09487103,3657921.171,5264018.954
5504,0,110010050,"100,1 + 50",25,47.49456773,11.09520772,3657949.202,5263920.906
5504,0,110040014,"100,4 + 14",97,47.49235835,11.09641975,3658047.153,5263677.744
5504,0,110050027,"100,5 + 27",7,47.49143355,11.09701649,3658094.893,5263576.145
5504,0,110050092,"100,5 + 92",6,47.49089993,11.09736443,3658122.712,5263517.528
5504,0,110210079,"102,1 + 79",19,47.48316618,11.1133795,3659352.867,5262690.444
5504,0,110220014,"102,2 + 14",4,47.48314143,11.1138421,3659387.805,5262688.641
5504,0,110260050,"102,6 + 50",7,47.48286049,11.11960502,3659822.968,5262669.24
5504,0,110290027,"102,9 + 27",58,47.48392527,11.12287671,3660066.3,5262794.346
5504,0,110360094,"103,6 + 94",37,47.48524017,11.13250079,3660787.576,5262960.39
5504,0,110420054,"104,2 + 54",42,47.48409414,11.13954162,3661321.681,5262847.57
5504,0,110530008,"105,3 + 8",42,47.48510907,11.15157053,3662225.074,5262985.437
5504,0,110540081,"105,4 + 81",70,47.48531583,11.15383291,3662394.93,5263013.147
5504,0,110560068,"105,6 + 68",23,47.48521748,11.15629685,3662580.915,5263007.363
5504,0,110590012,"105,9 + 12",8,47.48487902,11.1594611,3662820.419,5262976.359
5504,0,110710075,"107,1 + 75",9,47.4878777,11.17432537,3663931.265,5263340.974
5504,0,110750018,"107,5 + 18",6,47.48759572,11.17885423,3664273.421,5263319.186
5504,0,110870068,"108,7 + 68",7,47.48822309,11.19530299,3665510.969,5263423.828
5504,0,110900010,"109,0 + 10",7,47.48823531,11.19847454,3665749.924,5263431.945
5504,0,110910015,"109,1 + 15",10,47.48838673,11.19984373,3665852.623,5263451.699
5504,0,110910078,"109,1 + 78",10,47.48863174,11.20059493,3665908.458,5263480.541
5504,0,111230087,"112,3 + 87",6,47.48258525,11.2402998,3668919.792,5262893.853
5504,0,111510047,"115,1 + 47",11,47.46819871,11.26552899,3670867.779,5261349.602
5504,0,111670064,"116,7 + 64",29,47.45487881,11.26956349,3671215.158,5259877.676
5504,0,111760044,"117,6 + 44",77,47.44795938,11.26498527,3670892.362,5259098.359
5504,0,111770060,"117,7 + 60",33,47.44692815,11.26513161,3670906.738,5258984.037
5504,0,111790005,"117,9 + 5",11,47.44574048,11.26591744,3670969.85,5258853.729
5504,0,111850057,"118,5 + 57",3,47.44017733,11.2657874,3670978.068,5258234.977
5504,0,111920004,"119,2 + 4",12,47.43463754,11.26318283,3670799.548,5257613.388
5504,0,111920070,"119,2 + 70",40,47.43407243,11.26291719,3670781.339,5257549.98
5505,0,100020026,"0,2 + 26",10,48.14165892,11.55610724,3690296.148,5336901.44
5505,0,100120022,"1,2 + 22",296,48.14225656,11.5427914,3689303.084,5336935.026
5505,0,100230095,"2,3 + 95",11,48.14063752,11.52770443,3688186.354,5336717.996
5505,0,100240071,"2,4 + 71",46,48.14007594,11.52712669,3688145.415,5336654.146
5505,0,100280046,"2,8 + 46",21,48.13681717,11.52679148,3688132.378,5336291.013
5505,0,100330065,"3,3 + 65",21,48.13332509,11.5313343,3688483.236,5335913.882
5505,0,100340087,"3,4 + 87",56,48.13253366,11.53246956,3688570.626,5335828.672
5505,0,100390055,"3,9 + 55",39,48.1296393,11.53696295,3688915.668,5335517.9
5505,0,100440026,"4,4 + 26",26,48.12549774,11.53806764,3689013.089,5335060.152
5505,0,100500017,"5,0 + 17",9,48.12023945,11.53691458,3688946.546,5334472.7
5505,0,100530065,"5,3 + 65",18,48.11714199,11.53624785,3688908.27,5334126.686
5505,0,100530095,"5,3 + 95",34,48.11687363,11.53620629,3688906.16,5334096.747
5505,0,100600092,"6,0 + 92",47,48.11060742,11.53627754,3688934.439,5333400.243
5505,0,100620067,"6,2 + 67",14,48.10903387,11.53632083,3688943.431,5333225.401
5505,0,100640043,"6,4 + 43",3,48.10745132,11.53636421,3688952.463,5333049.559
5505,1,100680036,"6,8 + 36",7,48.10392101,11.53631041,3688961.399,5332656.926
5505,0,100720067,"7,2 + 67",26,48.10013171,11.53514216,3688888.287,5332232.763
5505,1,100750002,"7,5 + 2",5,48.09809418,11.5343014,3688833.136,5332004.166
5505,0,100770084,"7,7 + 84",26,48.09564912,11.53329255,3688766.953,5331729.849
5505,0,100800080,"8,0 + 80",3,48.09308306,11.53223381,3688697.489,5331441.959
5505,0,100830067,"8,3 + 67",25,48.09059535,11.53120744,3688630.142,5331162.859
5505,0,100880095,"8,8 + 95",5,48.08601869,11.52931909,3688506.212,5330649.4
5505,0,100940058,"9,4 + 58",3,48.08115096,11.52724297,3688369.33,5330103.123
5505,0,101020050,"10,2 + 50",20,48.07492175,11.53059835,3688642.082,5329418.776
5505,0,101080053,"10,8 + 53",4,48.07431954,11.53839806,3689225.441,5329370.962
5505,0,101100019,"11,0 + 19",246,48.07452488,11.54060649,3689389.237,5329399.221
5505,0,101160041,"11,6 + 41",27,48.07454661,11.54889331,3690006.606,5329422.055
5505,0,101170006,"11,7 + 6",8,48.07439264,11.5497354,3690069.917,5329407.015
5505,0,101240014,"12,4 + 14",12,48.07085732,11.55747447,3690659.616,5329033.093
5505,0,101330029,"13,3 + 29",7,48.06349763,11.56279781,3691083.531,5328228.042
5505,0,101530093,"15,3 + 93",9,48.04578824,11.5711742,3691773.549,5326279.946
5505,0,101650063,"16,5 + 63",9,48.03574953,11.57592135,3692164.793,5325175.683
5505,0,101650088,"16,5 + 88",12,48.03553503,11.57602279,3692173.155,5325152.088
