STRECKE_NR,RICHTUNG,KM_I,KM_L,LAENGE,GEOGR_BREITE,GEOGR_LAENGE,GK_R_DGN,GK_H_DGN
2990,0,114080017,"140,8 + 17",9,51.84330511,8.21703311,3446116.517,5745758.297
2990,0,114250097,"142,5 + 97",7,51.83845301,8.19241808,3444414.172,5745236.963
2990,0,114290070,"142,9 + 70",14,51.83743109,8.18726299,3444057.6,5745127.213
2990,0,114360005,"143,6 + 5",8,51.83569756,8.17848397,3443450.335,5744941.124
2990,0,114460037,"144,6 + 37",18,51.83288409,8.16421509,3442463.232,5744639.28
2990,0,114470057,"144,7 + 57",7,51.83255714,8.16255588,3442348.442,5744604.216
2990,0,114550075,"145,5 + 75",17,51.83040666,8.15120844,3441563.455,5744374.002
2990,0,114600008,"146,0 + 8",37,51.82941468,8.14513376,3441143.401,5744268.529
2990,0,114610030,"146,1 + 30",6,51.82913185,8.14342365,3441025.142,5744238.445
2990,0,114610061,"146,1 + 61",6,51.82905997,8.14298911,3440995.092,5744230.8
2990,0,114640095,"146,4 + 95",13,51.82828604,8.1382989,3440670.744,5744148.505
2990,0,114700003,"147,0 + 3",9,51.82711354,8.13116346,3440177.284,5744023.893
2990,0,114770005,"147,7 + 5",5,51.82549364,8.12130322,3439495.345,5743851.812
2990,0,114910032,"149,1 + 32",12,51.82221085,8.10127809,3438110.259,5743503.404
2990,0,114920077,"149,2 + 77",6,51.82187611,8.09924544,3437969.653,5743467.891
2990,0,114960006,"149,6 + 6",8,51.82111577,8.09463383,3437650.641,5743387.235
2990,0,115000037,"150,0 + 37",7,51.81992472,8.08868763,3437238.999,5743259.829
2990,0,115240015,"152,4 + 15",5,51.81210394,8.05662657,3435017.101,5742417.819
2990,0,115320025,"153,2 + 25",10,51.80896326,8.04602971,3434281.74,5742077.899
2990,0,115420010,"154,2 + 10",13,51.80515422,8.03313663,3433386.917,5741665.824
2990,0,115470075,"154,7 + 75",16,51.80306669,8.02567309,3432869.029,5741440.421
2990,0,115490038,"154,9 + 38",4,51.80242767,8.02355312,3432721.849,5741371.28
2990,0,115510005,"155,1 + 5",6,51.80175958,8.02139164,3432571.758,5741298.949
2990,0,115510044,"155,1 + 44",4,51.80161029,8.02088016,3432536.254,5741282.812
2990,0,115710007,"157,1 + 7",3,51.79635393,7.99386344,3430664.611,5740723.37
2990,0,115850081,"158,5 + 81",29,51.7927469,7.97334211,3429243.268,5740341.794
2990,0,115920053,"159,2 + 53",11,51.7901032,7.96459314,3428635.484,5740056.196
2990,0,116260050,"162,6 + 50",11,51.77449933,7.92229057,3425691.13,5738362.435
2990,0,116370049,"163,7 + 49",16,51.76949884,7.9085567,3424734.901,5737820.189
2990,0,116430036,"164,3 + 36",14,51.76623404,7.90190498,3424270.284,5737463.848
2990,0,116480012,"164,8 + 12",18,51.76289547,7.89760242,3423967.656,5737096.887
2990,0,116500068,"165,0 + 68",6,51.76097144,7.8955683,3423823.985,5736884.949
2990,0,116530014,"165,3 + 14",21,51.75924625,7.89333775,3423667.076,5736695.343
2990,0,116550030,"165,5 + 30",34,51.75769486,7.89145458,3423534.434,5736524.713
2990,0,116580002,"165,8 + 2",7,51.75573952,7.8890869,3423367.644,5736309.655
2990,0,116600065,"166,0 + 65",14,51.75384845,7.8867986,3423206.431,5736101.668
2990,0,117120085,"171,2 + 85",11,51.71666559,7.84085253,3419968.107,5732014.249
2990,0,117200095,"172,0 + 95",30,51.7109192,7.83365838,3419460.723,5731382.849
2990,0,117360057,"173,6 + 57",12,51.69988458,7.81969941,3418476.085,5730170.694
2990,0,117480044,"174,8 + 44",5,51.69139111,7.80930034,3417741.758,5729237.423
2990,0,117480070,"174,8 + 70",25,51.69120344,7.80907572,3417725.886,5729216.797
2990,0,117490085,"174,9 + 85",35,51.69035727,7.80812391,3417658.535,5729123.73
2990,0,117500080,"175,0 + 80",106,51.68962282,7.80742837,3417609.106,5729042.804
2990,0,117530000,"175,3 + 0",18,51.68778265,7.80629968,3417527.712,5728839.351
2990,0,117540039,"175,4 + 39",16,51.68655331,7.80596989,3417502.67,5728702.953
2990,1,117580096,"175,8 + 96",10,51.68246766,7.8063933,3417524.519,5728247.924
2990,0,117580096,"175,8 + 96",41,51.68246766,7.8063933,3417524.519,5728247.924
2990,1,117600022,"176,0 + 22",10,51.68133895,7.80646596,3417527.491,5728122.267
2990,1,117600040,"176,0 + 40",10,51.68117768,7.80645084,3417526.152,5728104.342
2990,0,117640085,"176,4 + 85",11,51.67797208,7.80681551,3417545.545,5727747.291
2990,0,117670005,"176,7 + 5",25,51.67604251,7.80748646,3417588.446,5727531.858
2990,0,117710011,"177,1 + 11",19,51.67241414,7.80780571,3417603.938,5727127.823
2992,1,108520099,"85,2 + 99",8,52.19622935,8.71349441,3480485.655,5784775.971
2992,2,108590048,"85,9 + 48",12,52.19392386,8.70482253,3479891.656,5784521.817
2992,1,108590048,"85,9 + 48",12,52.19392386,8.70482253,3479891.656,5784521.817
2992,0,108680000,"86,8 + 0",13,52.19057577,8.69403761,3479152.608,5784152.332
2992,1,108680007,"86,8 + 7",15,52.1905833,8.69391424,3479144.175,5784153.205
2992,0,108690022,"86,9 + 22",4,52.19082143,8.69196866,3479011.238,5784180.265
2992,0,108700013,"87,0 + 13",6,52.19104434,8.69061648,3478918.875,5784205.462
2992,0,108700034,"87,0 + 34",16,52.19109623,8.69030463,3478897.574,5784211.327
2992,0,108740024,"87,4 + 24",9,52.19190445,8.68446672,3478498.742,5784302.978
2992,0,108810087,"88,1 + 87",51,52.19325134,8.67352617,3477751.265,5784456.159
2992,0,108900048,"89,0 + 48",33,52.19470438,8.66115356,3476905.966,5784621.72
2992,1,109340074,"93,4 + 74",5,52.20399945,8.59820159,3472607.106,5785677.964
2992,1,109440067,"94,4 + 67",11,52.20457717,8.58383995,3471625.647,5785747.785
2992,0,109440082,"94,4 + 82",4,52.20454571,8.58362683,3471611.057,5785744.368
2992,1,109520065,"95,2 + 65",5,52.20186298,8.57306396,3470887.182,5785450.061
2992,2,109530025,"95,3 + 25",8,52.20163017,8.57227771,3470833.275,5785424.473
2992,0,109790015,"97,9 + 15",6,52.19609766,8.53610601,3468356.343,5784824.077
2992,0,109880063,"98,8 + 63",14,52.19618156,8.52224323,3467408.514,5784839.567
2992,1,110080074,"100,8 + 74",5,52.19645098,8.49284127,3465398.323,5784883.198
2992,0,110370088,"103,7 + 88",6,52.20375269,8.4520538,3462615.581,5785715.945
2992,0,110590015,"105,9 + 15",5,52.20689284,8.4215545,3460533.296,5786081.544
2992,0,110810039,"108,1 + 39",4,52.20671719,8.38897921,3458306.294,5786080.266
2992,1,111080017,"110,8 + 17",11,52.20896579,8.34992059,3455638.495,5786353.687
2992,0,111120097,"111,2 + 97",6,52.20938035,8.34292454,3455160.689,5786404.126
2992,0,111190067,"111,9 + 67",11,52.20985344,8.33317796,3454494.939,5786462.849
2992,0,111240013,"112,4 + 13",9,52.21140022,8.32719539,3454087.598,5786638.736
2992,0,111240059,"112,4 + 59",11,52.21162983,8.32663532,3454049.553,5786664.64
2992,0,111450017,"114,5 + 17",5,52.22434833,8.30476499,3452568.242,5788093.924
2992,0,112040072,"120,4 + 72",5,52.25089375,8.22972073,3447471.679,5791099.442
2992,0,112440001,"124,4 + 1",4,52.26256486,8.17607737,3443823.066,5792438.374
2992,0,112820098,"128,2 + 98",3,52.26586444,8.11919014,3439943.653,5792851.21
2992,0,112940051,"129,4 + 51",7,52.26707339,8.1024096,3438799.746,5792999.79
